plane,series,angle_deg,total_energy_ev,relative_energy_microev
103,w_rank1_2_3_4,95.0,122.14174179305174,-14.719143095476284
103,w_rank1_2_3_4,100.0,122.141742311085,-14.201109834743875
103,w_rank1_2_3_4,105.0,122.1417430429785,-13.469216327166578
103,w_rank1_2_3_4,110.0,122.14174407345986,-12.438734970032783
103,w_rank1_2_3_4,115.0,122.14174520631595,-11.305878885536913
103,w_rank1_2_3_4,120.0,122.14174653790194,-9.974292893843995
103,w_rank1_2_3_4,125.0,122.14174792323628,-8.58895855060382
103,w_rank1_2_3_4,130.0,122.1417493617313,-7.150463531502282
103,w_rank1_2_3_4,135.0,122.14175072888607,-5.783308765217043
103,w_rank1_2_3_4,140.0,122.14175192490103,-4.587293801705528
103,w_rank1_2_3_4,145.0,122.14175303851148,-3.473683349852763
103,w_rank1_2_3_4,150.0,122.14175401092949,-2.501265342402803
103,w_rank1_2_3_4,155.0,122.14175484980986,-1.6623849745656116
103,w_rank1_2_3_4,160.0,122.14175555245484,-0.9597399923677585
103,w_rank1_2_3_4,165.0,122.14175601936667,-0.4928281640559362
103,w_rank1_2_3_4,170.0,122.14175631655587,-0.19563896103136358
103,w_rank1_2_3_4,175.0,122.14175645825767,-0.05393715696300205
103,w_rank1_2_3_4,180.0,122.1417565121792,-1.5631940186722204e-05
103,w_rank1_2_3_4,185.0,122.14175645825733,-0.05393749802351522
103,w_rank1_2_3_4,190.0,122.14175631655593,-0.19563890418794472
103,w_rank1_2_3_4,195.0,122.1417560193665,-0.4928283345861928
103,w_rank1_2_3_4,200.0,122.14175555245454,-0.9597402907957076
103,w_rank1_2_3_4,205.0,122.1417548498096,-1.6623852303609965
103,w_rank1_2_3_4,210.0,122.14175401092807,-2.5012667634882746
103,w_rank1_2_3_4,215.0,122.1417530385115,-3.4736833356419083
103,w_rank1_2_3_4,220.0,122.1417519249006,-4.587294228031169
103,w_rank1_2_3_4,225.0,122.14175072888605,-5.783308779427898
103,w_rank1_2_3_4,230.0,122.14174936173109,-7.150463744665103
103,w_rank1_2_3_4,235.0,122.1417479232379,-8.588956930566383
103,w_rank1_2_3_4,240.0,122.14174653790019,-9.974294641779125
103,w_rank1_2_3_4,245.0,122.1417452063158,-11.30587902764546
103,w_rank1_2_3_4,250.0,122.14174407345956,-12.438735268460732
103,w_rank1_2_3_4,255.0,122.14174304297812,-13.469216710859655
103,w_rank1_2_3_4,260.0,122.14174231108487,-14.201109962641567
103,w_rank1_2_3_4,265.0,122.14174179305166,-14.719143166530557
103,w_rank1_2_3_4,270.0,122.1417416108635,-14.901331326200307
103,w_rank1_2_3_4,275.0,122.14174179305174,-14.719143095476284
103,w_rank1_2_3_4,280.0,122.141742311085,-14.201109834743875
103,w_rank1_2_3_4,285.0,122.1417430429785,-13.469216327166578
103,w_rank1_2_3_4,290.0,122.14174407345985,-12.438734984243638
103,w_rank1_2_3_4,295.0,122.14174520631595,-11.305878885536913
103,w_rank1_2_3_4,300.0,122.14174653789826,-9.974296574455366
103,w_rank1_2_3_4,305.0,122.14174792323627,-8.588958564814675
103,w_rank1_2_3_4,310.0,122.1417493617313,-7.150463531502282
103,w_rank1_2_3_4,315.0,122.14175072888607,-5.783308765217043
103,w_rank1_2_3_4,320.0,122.14175192490106,-4.587293773283818
103,w_rank1_2_3_4,325.0,122.14175303851145,-3.4736833782744725
103,w_rank1_2_3_4,330.0,122.14175401092947,-2.501265356613658
